,agent,fit_parameters_hybrid,train_nlp_hybrid,test_acc_hybrid,test_nlp_hybrid,fit_parameters_wsls,train_nlp_wsls,test_acc_wsls,test_nlp_wsls,fit_parameters_logistic_regression,train_nlp_logistic_regression,test_acc_logistic_regression,test_nlp_logistic_regression,train_acc_rnn,train_nlp_rnn,test_acc_rnn,test_nlp_rnn
12,1,[0.12894604 9.06930836 1.        ],0.478710743037586,0.72,0.454344871671254,[0.75268988 0.3496923 ],0.6006780902233011,0.66,0.6270301951247317,"[array([0.71014593]), array([[0.14935953, 0.53354978, 0.61779901]])]",0.5854419629613293,0.673469387755102,0.5519429159026792,0.7599999904632568,0.49265995621681213,0.7599999904632568,0.5712608098983765
13,1,[ 0.12404933 10.          1.        ],0.5063824801086232,0.78,0.31207164850712965,[0.73655927 0.38036829],0.6177633020088755,0.82,0.5143223895402341,"[array([0.64704999]), array([[0.08647121, 0.38737773, 0.9007641 ]])]",0.5946379418758371,0.8367346938775511,0.490715399627766,0.7400000095367432,0.501757800579071,0.9200000166893005,0.36604973673820496
14,1,[ 0.11933697 10.          1.        ],0.490706834869869,0.82,0.44063401541171027,[0.74869114 0.36708857],0.6064004951271059,0.72,0.5845415410359,"[array([0.67482556]), array([[0.16933824, 0.49980566, 0.73186589]])]",0.5876106309282398,0.7346938775510204,0.526554813977148,0.7599999904632568,0.5133291482925415,0.7799999713897705,0.5050376653671265
15,1,[ 0.11892977 10.          1.        ],0.5042453415040442,0.84,0.401515953833241,[0.73655931 0.36196252],0.6132437059310367,0.74,0.5559979527624245,"[array([0.62621801]), array([[0.04451944, 0.60256716, 0.8004903 ]])]",0.5900041248249436,0.7142857142857143,0.5312865009929102,0.7485714554786682,0.5278037786483765,0.7799999713897705,0.46787673234939575
16,2,[0.01443348 4.45776616 0.        ],0.6843597967596199,0.76,0.6029771190082677,[0.46470625 0.45810019],0.6901380917036432,0.44,0.7049224474905839,"[array([0.01757864]), array([[-0.43729142, -0.0119769 ,  0.24333666]])]",0.6866593094920788,0.42857142857142855,0.6922488109490291,0.5742856860160828,0.6772358417510986,0.7200000286102295,0.6242667436599731
17,2,[0.01934653 5.02864539 0.        ],0.6700028144426753,0.58,0.6614671825953451,[0.49999967 0.44508667],0.6901599512675017,0.54,0.6923766778115656,"[array([0.1251083]), array([[-0.35068247, -0.06045189,  0.24887204]])]",0.6865280391187137,0.5306122448979592,0.6838573139261771,0.6200000047683716,0.6526235342025757,0.41999998688697815,0.711775004863739
18,2,[0.02107384 6.95496516 0.        ],0.6706257327219172,0.62,0.6735175484930559,[0.50595098 0.46408839],0.6917779574675048,0.54,0.6835256712148846,"[array([0.09386233]), array([[-0.18593149, -0.03321747,  0.12314362]])]",0.6893871418888292,0.6122448979591837,0.6660969000672108,0.6200000047683716,0.6552852988243103,0.6600000262260437,0.6775355339050293
19,2,[0.01756436 8.0264971  0.        ],0.6649482852868126,0.54,0.7023681582389862,[0.50285711 0.44252865],0.6898474751026276,0.5,0.6972574318512063,"[array([0.14783798]), array([[-0.26673765, -0.086289  ,  0.09059649]])]",0.68749873213202,0.4897959183673469,0.6810032906807215,0.6085714101791382,0.6602835655212402,0.5199999809265137,0.6885233521461487
20,2,[ 0.0123569 10.         0.       ],0.6554685301870188,0.4,0.7322311802226076,[0.51515139 0.42934785],0.6876644431062865,0.38,0.7155027499437135,"[array([0.15034838]), array([[-0.37619205,  0.07195867,  0.27329001]])]",0.6838104416124171,0.3877551020408163,0.7059125337246662,0.631428599357605,0.6506327390670776,0.4000000059604645,0.7536373138427734
21,2,[8.65260441e-03 1.00000000e+01 0.00000000e+00],0.6681075400900952,0.6,0.6721130198203816,[0.49999997 0.43502815],0.6888653109168728,0.5,0.7003586060470935,"[array([0.11143081]), array([[-0.35548687,  0.06215375,  0.189567  ]])]",0.6858655560134534,0.46938775510204084,0.6857900076663281,0.6085714101791382,0.660982608795166,0.5600000023841858,0.7020900845527649
22,2,[7.41773011e-03 1.00000000e+01 1.00000000e+00],0.679694217227053,0.74,0.5792808426712402,[0.45833281 0.45856294],0.6897004927058435,0.42,0.708294311367957,"[array([-0.02176085]), array([[-0.52195997,  0.0533686 ,  0.34208828]])]",0.6848645714755668,0.42857142857142855,0.7065597669090051,0.5971428751945496,0.6730537414550781,0.7799999713897705,0.5808190703392029
23,2,[0.01235684 7.21459437 1.        ],0.6674193109234026,0.46,0.694762730745147,[0.53254444 0.46111106],0.6905663060749756,0.42,0.7034963289193236,"[array([0.12255166]), array([[-0.15854115,  0.06421993,  0.22429155]])]",0.687362334118507,0.46938775510204084,0.6890141653763934,0.6200000047683716,0.6516079306602478,0.5199999809265137,0.726966381072998
24,3,[1.         5.0394126  0.94322031],0.3538810817581949,0.76,0.5608394917643341,[0.91866036 0.47857139],0.44728340578628134,0.68,0.6301469096845109,"[array([1.12558115]), array([[0.93960684, 0.21217021, 2.54706126]])]",0.3536489031354218,0.6530612244897959,0.5487566711232887,0.7685714364051819,0.5223846435546875,0.6800000071525574,0.5899397134780884
25,3,[1.         4.8276256  0.83048795],0.36942007676199273,0.68,0.4090505013977742,[0.90952383 0.46762694],0.4586085158152025,0.68,0.5113285698771777,"[array([1.03679339]), array([[0.93064988, 0.49172207, 2.43022046]])]",0.3685518852857138,0.7755102040816326,0.39792356189153494,0.7799999713897705,0.47465938329696655,0.6600000262260437,0.5816442370414734
26,3,[1.         4.57350027 0.81379035],0.39091992818058785,0.86,0.26831013474348897,[0.91262017 0.46853239],0.4588412287588959,0.72,0.5073383571054308,"[array([1.05690525]), array([[0.9576681 , 0.52344051, 2.30383628]])]",0.38066768472582047,0.8367346938775511,0.3276231999265971,0.7485714554786682,0.5312110185623169,0.7599999904632568,0.5638461112976074
27,3,[1.         4.60479716 0.85587338],0.39373418903980806,0.86,0.26489804358709884,[0.89756105 0.47916665],0.4803289431948724,0.84,0.36170194441500725,"[array([0.99445594]), array([[0.89575809, 0.56106119, 2.39142168]])]",0.3882330430365899,0.8571428571428571,0.2724115855135671,0.7457143068313599,0.5478469133377075,0.8199999928474426,0.48533204197883606
28,3,[1.         5.08462221 0.81649641],0.3711941230070712,0.88,0.19647062633117696,[0.90404048 0.49006622],0.47976848682182516,0.9,0.332542465286226,"[array([1.01844973]), array([[1.0560663 , 0.47830179, 2.4108136 ]])]",0.38577558866982353,0.8367346938775511,0.236950324413217,0.7371428608894348,0.5341165065765381,0.8799999952316284,0.4052000045776367
29,3,[1.         5.16366907 0.81402153],0.35400026558356296,0.76,0.3060025617906515,[0.92039863 0.43918926],0.45148168580646175,0.66,0.5328843982675749,"[array([1.18741493]), array([[0.90245534, 0.67097274, 2.6399517 ]])]",0.35138874208232423,0.8163265306122449,0.4653525118308663,0.7685714364051819,0.5189529657363892,0.6399999856948853,0.6204544305801392
30,3,[1.         5.23487808 0.839212  ],0.36527780893053247,0.88,0.21983213417931793,[0.89949732 0.45999936],0.48313027529461133,0.82,0.3098108025719637,"[array([0.99317116]), array([[0.8389239 , 0.68845219, 2.49617803]])]",0.38285762688469294,0.8571428571428571,0.2558026115876794,0.7742857336997986,0.5137224197387695,0.7400000095367432,0.49649474024772644
31,3,[1.         5.2385096  0.79434943],0.3620898442704091,0.84,0.25856955634152423,[0.90731713 0.4791667 ],0.4676144537018113,0.78,0.44856777692112226,"[array([1.02791539]), array([[1.04625836, 0.49575503, 2.25491675]])]",0.3878310897109303,0.8571428571428571,0.27381168243949316,0.7485714554786682,0.5217620730400085,0.800000011920929,0.49918845295906067
